video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favoriteCount,commentCount,duration,definition,caption,durationSecs,tagCount
VyXKOVizj5g,The New York Times,Ukraine’s Surprise Attack on Russia,"Amid the biggest foreign incursion into Russia since World War II, The New York Times visited a place where Ukrainian forces stormed in. Andrew E. Kramer, the Kyiv bureau chief for The New York Times, describes what he saw.

Read the story here: https://nyti.ms/4doxfX9
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video:  http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['russia', 'russia ukraine war live', 'russia war', 'ukraine russia war', 'ukraine invades russia', 'kursk', 'sudzha', 'ukraine', 'andrew kramer', 'news', 'new york times', 'nyt', 'analysis', 'nytimes video', 'nyt video', 'war news', 'breaking news']",2024-08-14 19:15:00,21121.0,551.0,0.0,80.0,PT2M26S,hd,false,146.0,17
Hcj4rsjth3U,The New York Times,The Problem of New York City Trash,"Is this how one of the world’s greatest cities still deals with garbage? Larry Buchanan, one of the New York Times reporters who walked miles around the city pondering trash for this story, explains what will be required to take New York’s trash bags off the street.

Video by Larry Buchanan, Karen Hanley and Ruru Kuo

Read the story here: https://nyti.ms/4dCL3Nw
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video:  http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['trash', 'new york city', 'new york', 'nysd', 'trash bins', 'trash cans', 'nyc trash plans', 'nyc garbage plans', 'nyc garbage problem', 'eric adams', 'mayor adams', 'news', 'new york times', 'nyt', 'analysis', 'nytimes video', 'nyt video', 'larry buchanan', 'nyc news']",2024-08-13 22:30:04,16927.0,488.0,0.0,95.0,PT2M20S,hd,false,140.0,19
JsC5XWMEkII,The New York Times,Debunked Science Put This Man on Death Row. He’s Going to Be Executed Anyway. | NYT Opinion,"The Opinion Video above is the final episode in a series of three videos that take a stand against the death penalty in the United States. It features Charles Don Flores, who has been on death row in Texas since 1999, awaiting execution for a murder he insists he didn’t commit. That is where we met and filmed him.

The videos are in keeping with the editorial board’s longstanding position that the death penalty is full of bias and error, morally abhorrent, futile in deterring crime and should be abolished.

The series lands at a hopeful but still challenging time in the movement to get rid of capital punishment in the United States.

The death penalty has gradually been falling out of favor with officials and the broader public alike over the past three decades, in part owing to what the Death Penalty Information Center called “society’s greater understanding about the fallibility of our legal system and its inability to protect innocent people from execution.”

The number of states that have rejected capital punishment has increased steadily since the late 1990s. Twenty-nine states have now either abolished the death penalty or have paused executions by executive action, up from 12 states in 1999.

Last year, for the first time, a Gallup poll found that more Americans believe the death penalty is administered unfairly than fairly (50 percent versus 47 percent). And the percentage of people who support the death penalty has fallen steadily since the mid-1990s, according to Gallup, dropping to 53 percent this year, a five-decade low.

But other recent data urgently underscores how much hard work remains for abolitionists. The downward trend in the number of executions that prevailed for two decades — there were 11 in 2021, way down from the peak of 98 in 1999 — has recently reversed. There were 18 executions in 2022 and another 24 last year, a worrisome uptick driven in part by governors and prosecutors seeking to burnish their crime-fighting bona fides.

And there are still about 2,400 prisoners sitting on death row around the United States, awaiting execution.

Among them is Charles Don Flores, who was found guilty of killing a woman in Farmers Branch, Texas, in a drug-related home invasion.

His legal team plans to file a last-ditch request for a new trial, but it’s a long shot. Still, Flores’s request is plain: “Give me a fair shot.”

The case against him hinged on an investigative technique that is now prohibited in Texas. Yet because of it, Flores may soon die.

Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video:  http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['How many people are on death row in the united states?', ""Are there people on death row in the US that shouldn't be?"", 'What happens once you are sentenced to receive the death penalty?', 'What other countries have the death penalty?', 'Should the death penalty be abolished?', 'What is capitol punishment?', 'How popular is the death penalty?', 'Death penalty', 'death row', 'texas', 'The New York Times', 'NYT Opinion', 'MYT Opinion Video', 'Murder Trials', 'True Crime']",2024-08-13 17:00:11,20143.0,592.0,0.0,73.0,PT5M23S,hd,true,323.0,15
y2c4SpwyNzk,The New York Times,"From Child Marriage to Hysterectomy, Women Give Their Lives to Sugar","Coca-Cola and PepsiCo have helped turn the Indian state of Maharashtra into a sugar-producing powerhouse. But a New York Times investigation has found that these brands help finance a brutal system of labor that exploits children and leads to the unnecessary sterilization of working-age women.

Read the story here: https://nyti.ms/3YIOwpE
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video:  http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['child marriage', 'hysterectomy', 'india', 'sugar', 'india news', 'coke', 'coca-cola', 'pepsi', 'child labor', 'work abuse', 'women', 'womens rights', 'maharashtra', 'latest news', 'world news', 'news', 'new york times', 'nyt', 'new york times video', 'nytimes video', 'nyt video', 'megha rajagopalan', 'child marriage news', 'child marriage india', 'labor abuses']",2024-08-12 22:31:00,9404.0,374.0,0.0,52.0,PT2M17S,hd,false,137.0,25
w3IWrVVWiAc,The New York Times,21 Days Inside a Gaza Hospital: An American Doctor’s Diary,"Dr. Ahmad Yousaf is an American pediatrician who recently returned from a medical mission with MedGlobal in Gaza. He shared rare footage from inside Al Aqsa Hospital, where he captured harrowing conditions for staff and patients, particularly children.

Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video:  http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['Gaza', 'israel', 'hamas', 'gaza humanitarian crisis', 'palestine', 'nyt', 'new york times']",2024-08-12 16:08:23,11966.0,855.0,0.0,271.0,PT5M17S,hd,true,317.0,7
1B0O9xku7Lc,The New York Times,"Meet Rebeca Andrade, Brazil’s Powerhouse Gymnast","Rebeca Andrade of Brazil, who finished second to Simone Biles in the all-around and vault finals, won gold in the floor routine. She talked to us about her experience in Paris.

Video by Juliet Macur, Karen Hanley, Tariq Panja, Rebecca Suner and Laura Salaberry

Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video:  http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['rebeca andrade', 'rebeca andrade floor', 'simone biles', 'rebeca andrade vault', 'rutina de rebeca andrade en gimnasia', 'olympic highlights today', 'paris olympics', 'paris olympics 2024', 'olympics', 'juliet macur', '2024 olympics', 'summer olympics', 'news', 'new york times', 'nyt', 'analysis', 'nyt video', 'gymnastics', 'rebeca andrade interview']",2024-08-09 22:00:01,101959.0,6611.0,0.0,487.0,PT2M22S,hd,false,142.0,19
j3LEpvpKnxo,The New York Times,On the Frontlines of a Brutal War the World Forgot,"While many armed rebels around the world are driven by extreme ideas, an elusive armed group is fighting for democracy — the Sudan People’s Liberation Movement-North. Nicholas Casey, a New York Times Magazine reporter, and Moises Saman, a photographer, embedded with the group in territory it runs amid the civil war ravaging Sudan. As many as 150,000 people might be dead, and millions are displaced, though the chaos has made an accurate count impossible. As the rebels eye the next city to “liberate,” in their words, they seem more equipped for battle than for defending their people against a famine hurtling towards them. 

Video by Nicholas Casey, Nikolay Nikolov, Dave Horn/The New York Times, and Moises Saman for The New York Times

Read the story here: https://nyti.ms/4chRnJ9
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video:  http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['sudan war', 'sudan', 'sudanese refugees', 'kadugli', 'Sudan People’s Liberation Movement', 'splm', 'democracy', 'nuba mountains', 'nuba', 'famine', 'sudan famine', 'sudan hunger', 'nicholas casey', 'latest news', 'world news', 'news', 'new york times', 'nyt', 'analysis', 'new york times video', 'nytimes video', 'nyt video', 'humanitarian crisis']",2024-08-08 22:15:03,14646.0,433.0,0.0,40.0,PT3M23S,hd,false,203.0,23
ZHgp0CpScCY,The New York Times,How Bangladesh’s Leader Lost Her Grip on Power,"Once viewed as the hope for a democratic future in Bangladesh, Sheikh Hasina turned increasingly autocratic during her years as prime minister. Weeks of violent protests ultimately forced her from office on Monday. Mujib Mashal, South Asia bureau chief for The New York Times, explains how she fought until the very end.

Video by Mujib Mashal, Alexandra Ostasiewicz, Gabriel Blanco and James Surdam

Read the story here: https://nyti.ms/46Fx3QJ
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video:  http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['sheikh hasina resignation', 'sheikh hasina', 'bangladesh anti govt protests', 'sheikh hasina pm bangladesh', 'bangladesh pm resignation', 'bangladesh', 'dhaka', 'bangladesh looting', 'latest news', 'world news', 'us russia prisoner', 'news', 'new york times', 'nyt', 'analysis', 'new york times video', 'nytimes video', 'nyt video', 'mujib mashal']",2024-08-07 22:00:20,43114.0,895.0,0.0,205.0,PT3M37S,hd,false,217.0,19
BYuE9fm9OvM,The New York Times,What Tim Walz Brings to the Harris Ticket,"Vice President Kamala Harris is said to have liked Gov. Tim Walz’s policies, his Midwestern appeal and the likelihood that he would be a loyal running mate and governing partner. Katie Rogers, a White House correspondent for The New York Times, takes us inside Harris’s decision on a vice-presidential candidate.

Read the story here: https://nyti.ms/46EpCcz
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video:  http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['vice president', 'harris', 'kamala harris tim walz', 'us', 'vp harris', 'harris walz', 'philadelphia', 'donald trump', 'jd vance', 'vance', 'trump', 'harris vs trump', 'tim walz', 'kamala harris', 'news', 'new york times', 'nyt', 'analysis', 'vice president kamala harris', 'donald j. trump', 'trump harris', 'harris trump', 'katie rogers', 'veep choice']",2024-08-07 02:45:00,18419.0,606.0,0.0,142.0,PT2M30S,hd,false,150.0,24
kVYXRtLoZNs,The New York Times,I Wanted to Torture My Mother’s Killer. Now I Want to Save His Life. | NYT Opinion,"Your mother is kidnapped from her home and brutally murdered, her body dumped in the woods off a quiet country road. The authorities find a suspect, tell you they’re going to seek the death penalty and ask you if you’re OK with that. How would you react? What would you do?

Brett Malone found himself in that very position when his mother, Mary Ann, was killed in 2000, and the Opinion video above is about the surprising path his life has taken since then.

The film is the second in a three-part series, with each taking a critical view of the death penalty by exposing flaws in cases and questioning whether retributive justice can truly provide closure. The videos are in keeping with The Times’s longstanding position that the punishment is full of bias and error, morally abhorrent and futile in deterring crime and should be abolished.

The series lands at a hopeful but still challenging time in the movement to get rid of capital punishment in the United States.

The death penalty has been falling out of favor with officials and the broader public alike over the past three decades, in part owing to what the Death Penalty Information Center called “society’s greater understanding about the fallibility of our legal system and its inability to protect innocent people from execution.”

The number of states that have rejected capital punishment has been increasing since the late 1990s. Twenty-nine states have abolished the death penalty or paused executions by executive action — up from 12 in 1999.

Last year, for the first time, a Gallup poll found that more Americans said the death penalty is administered unfairly (50 percent) than fairly (47 percent). And the percentage of people who said they supported the death penalty has fallen steadily since the mid-1990s, according to Gallup, dropping to 53 percent this year, a five-decade low.

But other recent data urgently underscores how much hard work remains for abolitionists. A downward trend in the number of executions that prevailed for two decades — there were 11 in 2021, down from a peak of 98 in 1999 — has recently reversed. There were 18 executions in 2022 and 24 last year, a worrisome uptick driven in part by governors and prosecutors seeking to burnish their crime-fighting bona fides.

And there are still about 2,400 prisoners sitting on death row around the United States.

One of them is Jeremiah Manning, the man who killed Brett Malone’s mother. The two men have never met, but since her death, their lives — and their fates — have been deeply intertwined.

Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video:  http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['How many people are on death row in the united states?', ""Are there people on death row in the US that shouldn't be?"", 'What happens once you are sentenced to receive the death penalty?', 'What other countries have the death penalty?', 'Should the death penalty be abolished?', 'What is capitol punishment?', 'How popular is the death penalty?', 'Death penalty', 'death row', 'The New York Times', 'NYT Opinion', 'MYT Opinion Video', 'Murder Trials', 'True Crime', 'Louisiana']",2024-08-06 17:00:38,11545.0,444.0,0.0,47.0,PT4M33S,hd,true,273.0,15
K-rTMTyB6PM,The New York Times,Inside the Biggest Prisoner Swap Since the Cold War,"The recent prisoner exchange between Russia and the U.S. — the biggest and most complex since the Cold War — was a diplomatic chess game that required patience and creativity. Mark Mazzetti, an investigative reporter for The New York Times, explains.

Video by Mark Mazzetti, Alexandra Ostasiewicz, Laura Salaberry, Christina Shaman and James Surdam

An earlier version of a map used in this video referred incorrectly to the status of Crimea by including it as part of Russia. Russia seized the peninsula in 2014, and most countries do not recognize Crimea as Russian territory.

Read the story here: https://nyti.ms/3SDvKwd
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video:  http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['prisoner swap us russia', 'latest news', 'us russia biggest prisoner exchange', 'united states', 'world news', 'us russia prisoner exchange', 'us russia prisoner', 'us russian prisoner swap', 'us prisoners in russia', 'russian assassin', 'putin', 'biden', 'mark mazzetti', 'blinken', 'evan gershkovich', 'paul whelan', 'marine prisoner', 'krasikov', 'russian hitman', 'navalny', 'news', 'new york times', 'nyt', 'analysis', 'kamala harris']",2024-08-05 20:15:00,45890.0,729.0,0.0,257.0,PT3M57S,hd,false,237.0,25
EeMxrVx_qVg,The New York Times,Harris Fuels Hope and Skepticism With Georgia’s South Asian Voters,"In Georgia, a critical swing state President Biden won by less than 12,000 votes in 2020, Kamala Harris' political identity has prompted renewed interest among Asian Americans, the fastest-growing group of eligible voters in the United States.

Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video:  http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['kamala harris', 'kamala harris news', 'trump', 'trump latest news', 'politics', '2024 election', 'nyt', 'new york times']",2024-08-03 13:00:14,22861.0,463.0,0.0,117.0,PT4M28S,hd,true,268.0,8
LYp46eUdmEg,The New York Times,How Katie Ledecky Won the Most Medals of Any Female U.S. Olympian,"Katie Ledecky now stands alone as the most decorated female American Olympian, in any sport, with 13 medals. And she still has one more race to swim in France. Jenny Vrentas, a New York Times reporter covering sports, explains how Ledecky reached this milestone.

Read the story here: https://nyti.ms/3YpaHRE
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video:  http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['katie ledecky', 'katie ledecky olympics', 'katie ledecky record', 'paris olympics', 'katie ledecky technique', '2024 olympics', 'jenny vrentas', 'summer olympics', 'olympics', 'news', 'new york times', 'nyt', 'analysis', 'swimmer', 'swimming olympics 2024', 'swimming']",2024-08-03 03:30:18,13156.0,245.0,0.0,56.0,PT1M49S,hd,false,109.0,16
UFtGB1tPlwk,The New York Times,This Chinese Swimmer Had a Positive Doping Test in 2022,"Two elite Chinese swimmers, including one named to her country’s team in the Paris Olympics, tested positive in 2022 for a banned drug but were secretly cleared of doping late last year by Chinese authorities. Tariq Panja, a global sports correspondent for The New York Times, explains.

Video by Tariq Panja, Karen Hanley, Claire Hogan and James Surdam/The New York Times

Read the story here: https://nyti.ms/3LK74ya
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video:  http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['china olympics', 'china olympics doping', 'china athletes doping', 'paris olympics', 'summer olympics', 'olympics', 'tariq panja', 'swimmer doping', 'chinese swimmer doping', 'news', 'new york times', 'nyt', 'analysis']",2024-08-01 20:00:08,28259.0,430.0,0.0,547.0,PT3M4S,hd,false,184.0,13
TZDm0jZkLQg,The New York Times,How SpaceX Is Harming Delicate Ecosystems,"On at least 19 occasions since 2019, SpaceX’s operations have caused fires, leaks and explosions near its launch site in Boca Chica, Texas. These incidents reflect a broader debate over how to balance technological and economic progress against protections of delicate ecosystems and local communities. The New York Times investigative reporter Eric Lipton explains.

Read the story here: https://nyti.ms/3WVyJ5L
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video:  http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['spacex', 'elon musk', 'musk', 'elon', 'starship', 'boca chica', 'texas', 'spacex sn7', 'rocket launch', 'spacex sn6', 'starlink launch', 'news', 'new york times', 'nyt', 'analysis', 'eric lipton']",2024-08-01 13:30:26,8996.0,397.0,0.0,239.0,PT2M46S,hd,false,166.0,16
2And9HmTPw0,The New York Times,"He Didn’t Kill His Child, But He’s About to Be Executed Anyway | NYT Opinion","Admitting a mistake can be very hard. But how would it feel if the mistake helped put a man on death row?

That’s the burden the Rev. Brian Wharton has been carrying for more than two decades. He played a crucial role in the prosecution of Robert Roberson, who was found guilty in 2003 of killing his 2-year-old daughter and sentenced to death.

But as the Opinion video above explores, Wharton came to regret his involvement and the outcome of the case. He recently visited Texas death row, along with a crew from Opinion Video, and met with Roberson. It was the first time the men had spoken with each other since before Roberson’s conviction.

The film is the first in a three-part series that we’re publishing over the next few weeks, each taking a critical view of the death penalty by exposing flaws in cases and questioning whether retributive justice can truly provide closure. The videos are in keeping with The Times’s longstanding position that the punishment is full of bias and error, morally abhorrent and futile in deterring crime and should be abolished.

The series lands at a hopeful but still-challenging time in the movement to get rid of capital punishment in the United States.

The death penalty has been falling out of favor with officials and the broader public alike over the past three decades, in part owing to what the Death Penalty Information Center called “society’s greater understanding about the fallibility of our legal system and its inability to protect innocent people from execution.” Twenty-nine states have now either abolished the death penalty or have paused executions by executive action, up from 12 in 1999.

Last year, for the first time, a Gallup poll found that more Americans said the death penalty is administered unfairly (50 percent) than fairly (47 percent). And the percentage of people who support the death penalty has fallen steadily since the mid-1990s, according to Gallup, dropping to 53 percent this year, the lowest since 1972.

But other recent data urgently underscores how much hard work remains for abolitionists. The downward trend in the number of executions that prevailed for two decades — there were 11 in 2021, way down from the peak of 98 in 1999 — has recently reversed. There were 18 executions in 2022 and 24 last year, a worrisome uptick driven in part by governors and prosecutors seeking to burnish their crime-fighting bona fides.

And there are still about 2,400 prisoners sitting on death row around the United States, awaiting their execution. One of them is Robert Roberson. But in the video above, Wharton argues that the deeply flawed case against Roberson is a clear example of why the death penalty should be eliminated.

Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video:  http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['How many people are on death row in the united states?', ""Are there people on death row in the US that shouldn't be?"", 'What happens once you are sentenced to receive the death penalty?', 'What other countries have the death penalty?', 'Should the death penalty be abolished?', 'What is capitol punishment?', 'How popular is the death penalty?', 'Death penalty', 'death row', 'texas', 'The New York Times', 'NYT Opinion', 'MYT Opinion Video', 'Murder Trials', 'True Crime']",2024-07-30 17:00:01,258189.0,4644.0,0.0,814.0,PT5M53S,hd,true,353.0,15
iv8Ur8JYAUg,The New York Times,Surfing Teahupo’o’s ‘Wall of Skulls’,"For the second time in history, surfing is an Olympic sport. Instead of the coast of France, surfers have traveled to Teahupo’o, home to some of the world’s most dangerous waves.

Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video:  http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['surfing', 'surfing olympics 2024', 'surf', 'tahiti', 'surfing big waves', 'talya minsberg', 'news', 'new york times', 'nyt', 'analysis']",2024-07-30 16:20:00,9062.0,176.0,0.0,28.0,PT2M7S,hd,false,127.0,10
G6sxlBVeMKw,The New York Times,Kamala Harris May Bring Out Trump’s Harshest Instincts,"After years planning to face President Biden, Donald J. Trump and his team will now be campaigning against Kamala Harris. Maggie Haberman, a senior political correspondent for The New York Times, describes how Mr. Trump may try to frame his new opponent.

Video by Maggie Haberman, Christina Shaman, Mona Lalwani, Noah Throop, James Surdam and Alexandra Ostasiewicz/The New York Times

Read the story here: https://nyti.ms/4ddPa2A
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video:  http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['kamala harris', 'harris', 'biden', 'harris trump', 'trump harris', 'trump attacks', 'maggie haberman', 'haberman', 'news', 'new york times', 'nyt', 'analysis', 'vice president kamala harris', 'donald j. trump']",2024-07-26 20:00:13,365484.0,8928.0,0.0,1862.0,PT2M19S,hd,false,139.0,14
BFVfHhI1a5Y,The New York Times,Watch a Diner Chat in ‘Deadpool & Wolverine’ | Anatomy of a Scene,"You probably expect plenty of slicing and dicing in “Deadpool & Wolverine.,” also plenty of irreverence. But what you might not expect is a quiet, softer moment of reflection. This scene, narrated by the film’s director, Shawn Levy, offers exactly that.

Featuring Ryan Reynolds and Hugh Jackman, the sequence takes place in the Void, an environmental dumping ground of sorts where the refuse of various timelines is discarded, and where Deadpool and Wolverine find themselves. They come across an empty retro diner and go inside.

“It’s a pause along the journey,” Levy said in an extended interview, “and it’s the first meaty and substantial dialogue scene between the two characters, one of whom is famously motor-mouthed, the other of whom is famously laconic and internal.”

“This has always been one of Ryan’s and my favorite scenes from the moment we wrote it,” Levy continued, “because it puts two iconic antiheroes in this incredibly generic trope of the Americana road movie. So the mismatch of these visuals, two superheroes sitting in a booth in a ’50s diner while Patsy Cline plays on the jukebox — that was a thrill.”

Read the New York Times review: https://nyti.ms/3YlrdCi
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video:  http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['movies', 'deadpool', 'wolverine', 'deadpool & wolverine', 'deadpool and wolverine', 'ryan reynolds', 'hugh jackman', 'deadpool movie', 'fox', 'anatomy of a scene', 'the new york times', 'new york times video', 'nytvideo', 'scooptag:100000009589114']",2024-07-26 15:00:14,19430.0,346.0,0.0,31.0,PT2M7S,hd,true,127.0,14
6Akta-caYx8,The New York Times,How Blast Waves Can Injure the Brain,"A growing number of scientists suggest that troops are getting brain injuries from firing heavy weapons. An old party trick involving a beer bottle explains the physics of what happens when a blast wave hits the brain, and the damage it can cause.

Read the story here: https://nyti.ms/3Snpet6
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video:  http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['severe brain injury', 'brain injury', 'shock waves', 'military', 'head injury', 'closed head injury', 'mental health', 'heavy weapons', 'new york times', 'nyt', 'analysis', 'blast waves', 'dave phillips', 'the new york times']",2024-07-25 22:15:00,23324.0,1096.0,0.0,104.0,PT2M30S,hd,false,150.0,14
CYnP_6dqNFY,The New York Times,Our Photographer on Capturing the Bullet Streaking Past Trump,"Doug Mills, a veteran photographer for The New York Times, was only a few feet away from former President Donald J. Trump at the rally in Butler, Pennsylvania, when the shooting started. Mr. Mills kept his finger on the shutter button, photographing as the scene unfolded. It was only afterward, while reviewing his photos, that he realized he had captured the apparent path of a bullet used in the assassination attempt against the former president. He explains what he saw. 

Video by Doug Mills, Nikolay Nikolov, Rebecca Suner and Alexandra Ostasiewicz

Read the story here: https://nyti.ms/3WAXXG7
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video:  http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['donald trump', 'trump bullet', 'donald trump bullet', 'donald trump assassination', 'donald trump assassin', 'new york times', 'nyt', 'us election', 'butler', 'doug mills']",2024-07-24 21:00:07,31997.0,709.0,0.0,176.0,PT1M33S,hd,false,93.0,10
k5088q5y3cE,The New York Times,What Kamala Harris’s Path to the White House Looks Like,"Vice President Kamala Harris has begun a new concerted effort to reintroduce herself to the American electorate after President Biden endorsed her to lead the Democratic ticket. Zolan Kanno-Youngs, a White House correspondent for The New York Times, explains what this new path will look like.

Video by Zolan Kanno-Youngs, Nikolay Nikolov, Laura Salaberry, Christina Shaman, Farah Otero-Amad and James Surdam

Read the story here: https://nyti.ms/3SjoxB4
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video:  http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['kamala harris', 'biden', 'president joe biden', 'us president joe biden', 'harris', 'joe biden news', 'new york times', 'nyt', 'analysis', 'joe biden', 'zolan kanno-youngs', 'president']",2024-07-23 21:33:00,26428.0,593.0,0.0,210.0,PT3M3S,hd,false,183.0,12
tWgqfg1Kv8g,The New York Times,Joe Biden Dropped Out. What’s Next?,"President Biden on Sunday abruptly abandoned his campaign for a second term under intense pressure from fellow Democrats and threw his support to Vice President Kamala Harris to lead their party in a dramatic last-minute bid to stop Donald Trump from returning to the White House.

Peter Baker, the chief White House correspondent for The New York Times, explains what happened as Biden decided to withdraw, and what could happen next. 

Video by Peter Baker, Claire Hogan, Rebecca Suner, Alexandra Ostasiewicz and James Surdam/The New York Times

Read the story here: https://nyti.ms/4cQOobU
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video:  http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['joe biden', 'kamala harris', 'biden', 'president joe biden', 'us president joe biden', 'harris', 'joe biden news', 'peter baker', 'new york times', 'nyt']",2024-07-22 20:45:01,14106.0,318.0,0.0,75.0,PT2M42S,hd,false,162.0,10
DvoXoJdo5Do,The New York Times,'There's No Way to Turn Yourself In': Migrants Rethink Routes to U.S.,"In Tapachula, Mexico, migrants en route to the United States are being forced to reroute their journeys after President Biden’s executive order suspending and limiting asylum requests, and human smugglers are profiting.

Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video:  http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['Migrants', 'immigration', 'executive order', 'biden', 'venezuela', 'nyt', 'new york times']",2024-07-22 15:43:15,22168.0,353.0,0.0,242.0,PT4M48S,hd,true,288.0,7
